"time","x","y"
1366067846000,-123.31063161,44.50376996
1366067848000,-123.3109379,44.50360237
1366067851000,-123.31138001,44.50334752
1366067853000,-123.31168026,44.50318089
1366067856000,-123.31204477,44.5028814
1366067859000,-123.31215185,44.50250446
1366067862000,-123.31215146,44.5021014
1366067864000,-123.31214819,44.5018284
1366067866000,-123.31214332,44.50154676
1366067868000,-123.31214426,44.50124999
1366067870000,-123.31213876,44.50093959
1366067872000,-123.31213674,44.50062181
1366067874000,-123.31213737,44.50029874
1366067876000,-123.31212527,44.4999698
1366067878000,-123.31211571,44.49963635
1366067880000,-123.31211154,44.49928813
1366067882000,-123.31210138,44.49892656
1366067884000,-123.3121009,44.49856209
1366067886000,-123.31209062,44.49820845
1366067888000,-123.3120978,44.49790229
1366067891000,-123.31227708,44.49763439
1366067894000,-123.31271828,44.49761876
1366067897000,-123.31329055,44.49763228
1366067899000,-123.31370836,44.49763354
1366067901000,-123.31414802,44.49763152
1366067903000,-123.31460255,44.49763276
1366067905000,-123.31505997,44.49763691
1366067907000,-123.31551041,44.49763387
1366067909000,-123.31596262,44.4976387
1366067911000,-123.31641481,44.49763617
1366067913000,-123.31687521,44.49763613
1366067915000,-123.317332,44.497639
1366067917000,-123.31776963,44.49763913
1366067919000,-123.31818072,44.49764186
1366067921000,-123.31856868,44.49764653
1366067924000,-123.31910669,44.49763959
1366067927000,-123.3195997,44.49764157
1366067930000,-123.32005304,44.49764547
1366067933000,-123.32047802,44.49764202
1366067936000,-123.32089381,44.49763714
1366067939000,-123.32128756,44.49762738
1366067942000,-123.32169112,44.49760524
1366067945000,-123.3221114,44.49758589
1366067948000,-123.3226689,44.49756664
1366067950000,-123.32309521,44.49755962
1366067952000,-123.32353485,44.49755634
1366067954000,-123.32397764,44.49755262
1366067956000,-123.32442471,44.49754913
1366067958000,-123.32487623,44.49754206
1366067960000,-123.32531351,44.49753548
1366067962000,-123.32575193,44.49753054
1366067964000,-123.32619663,44.49753003
1366067966000,-123.32664525,44.4975254
1366067968000,-123.3271001,44.49751906
1366067970000,-123.3275348,44.49752422
1366067972000,-123.32797699,44.49752104
1366067974000,-123.32842304,44.49751434
1366067976000,-123.32887203,44.49748892
1366067978000,-123.32933116,44.49742425
1366067980000,-123.32977924,44.49731612
1366067982000,-123.33021721,44.49717428
1366067984000,-123.33062848,44.49700012
1366067986000,-123.33101865,44.4968053
1366067988000,-123.33141499,44.49659677
1366067990000,-123.33180075,44.4964111
1366067992000,-123.33219052,44.49624923
1366067994000,-123.33257305,44.4961206
1366067996000,-123.33294266,44.49602226
1366067998000,-123.33333085,44.4959356
1.366068e+12,-123.33370122,44.4958669
1366068002000,-123.33409591,44.49581221
1366068004000,-123.33452815,44.49576429
1366068006000,-123.33498141,44.4957507
1366068008000,-123.33541251,44.4957569
1366068010000,-123.33582136,44.49574457
1366068012000,-123.33621712,44.49574622
1366068015000,-123.33676391,44.4957477
1366068018000,-123.33725207,44.49574924
1366068024000,-123.33764413,44.49576678
1366068038000,-123.33805979,44.49575292
1366068041000,-123.33863756,44.4957575
1366068043000,-123.33911555,44.49578052
1366068045000,-123.33962167,44.49575904
1366068047000,-123.34015956,44.49575155
1366068049000,-123.34073445,44.49575321
1366068051000,-123.34131071,44.49574274
1366068053000,-123.34188434,44.49573333
1366068055000,-123.3424513,44.49572908
1366068057000,-123.34301271,44.49573156
1366068059000,-123.34357879,44.49573283
1366068061000,-123.34414026,44.49573511
1366068063000,-123.34471566,44.49572633
1366068065000,-123.34529801,44.49572321
1366068067000,-123.3458739,44.49572308
1366068069000,-123.34644873,44.49572121
1366068071000,-123.34701798,44.49572132
1366068073000,-123.34757897,44.49572099
1366068075000,-123.3481284,44.49572455
1366068077000,-123.34867619,44.49572373
1366068079000,-123.34921667,44.495722
1366068081000,-123.34976011,44.49572271
1366068083000,-123.35030473,44.49571927
1366068085000,-123.35085844,44.49572216
1366068087000,-123.35140944,44.49572321
1366068089000,-123.35195816,44.4957255
1366068091000,-123.35250524,44.49572224
1366068093000,-123.35304311,44.49572095
1366068095000,-123.35358401,44.49572192
1366068097000,-123.35411605,44.49572092
1366068099000,-123.35465388,44.49572139
1366068101000,-123.35517871,44.49571705
1366068103000,-123.35569378,44.49571897
1366068105000,-123.35620354,44.4957182
1366068107000,-123.35670346,44.4957207
1366068109000,-123.35721153,44.49572872
1366068111000,-123.35771327,44.495729
1366068113000,-123.35822118,44.49572683
1366068115000,-123.35873183,44.49572629
1366068117000,-123.3592373,44.49572602
1366068119000,-123.35973822,44.4957229
1366068121000,-123.36019001,44.49572018
1366068123000,-123.36057744,44.49572112
1366068126000,-123.36109169,44.49571671
1366068134000,-123.3614977,44.49571878
1366068137000,-123.36188257,44.49572292
1366068140000,-123.36244944,44.49572569
1366068142000,-123.36288064,44.49572518
1366068144000,-123.36334922,44.49572734
1366068146000,-123.36384239,44.49572813
1366068148000,-123.36433142,44.49572044
1366068150000,-123.36480915,44.49571815
1366068152000,-123.36527872,44.49572398
1366068154000,-123.36573597,44.49572349
1366068156000,-123.36618142,44.49571841
1366068158000,-123.36661011,44.49571124
1366068160000,-123.36702607,44.49569437
1366068162000,-123.36743512,44.49570439
1366068164000,-123.36783667,44.49570197
1366068167000,-123.36835498,44.49570285
1366068170000,-123.36890494,44.49569931
1366068172000,-123.36931482,44.49570853
1366068174000,-123.36974171,44.49572515
1366068176000,-123.37013903,44.49571648
1366068179000,-123.37063985,44.49573908
1366068183000,-123.37101526,44.49577574
1366068196000,-123.3710185,44.49544655
1366068199000,-123.37103316,44.49516986
1366068203000,-123.3709993,44.49484082
1366068207000,-123.37099383,44.49449754
1366068211000,-123.37099542,44.49413804
1366068214000,-123.37098679,44.4938664
1366068218000,-123.37099046,44.49353589
1366068222000,-123.37097095,44.49322152
1366068227000,-123.37116214,44.49298166
1366068231000,-123.37160774,44.49295892
1366068234000,-123.37203894,44.49295105
1366068237000,-123.37244048,44.49292254
1366068240000,-123.37290311,44.49292573
1366068243000,-123.37334816,44.4929285
1366068246000,-123.37379852,44.49293191
1366068249000,-123.37424863,44.49296014
1366068252000,-123.37472623,44.49300199
1366068255000,-123.37510456,44.49296198
1366068258000,-123.37552123,44.49283076
1366068262000,-123.37578818,44.49258255
1366068266000,-123.37591054,44.4922701
1366068270000,-123.37614176,44.4920108
1366068274000,-123.37660209,44.49189583
1366068277000,-123.37698359,44.49187534
1366068280000,-123.37748763,44.49187822
1366068283000,-123.37796098,44.49188959
1366068286000,-123.37851541,44.49187377
1366068288000,-123.37892967,44.49186476
1366068291000,-123.3794427,44.49187612
1366068294000,-123.37992227,44.49186635
1366068297000,-123.38032558,44.49185687
1366068301000,-123.3807286,44.49170288
1366068304000,-123.38071413,44.4913837
1366068307000,-123.38067552,44.49099647
1366068310000,-123.38068004,44.49057532
1366068313000,-123.3806493,44.49018127
1366068316000,-123.38065822,44.48978056
1366068318000,-123.38063541,44.48950783
1366068320000,-123.38066589,44.48923621
1366068322000,-123.38065938,44.48896584
1366068325000,-123.38074567,44.48857419
1366068328000,-123.38086819,44.48820204
1366068331000,-123.38093831,44.48788967
1366068335000,-123.38105901,44.48758823
1366068340000,-123.38116212,44.48728151
1366068345000,-123.38124239,44.48695183
1366068348000,-123.38132536,44.48668034
1366068351000,-123.38137825,44.48634231
1366068354000,-123.38146762,44.48605455
1366068357000,-123.38155653,44.48576059
1366068360000,-123.38162581,44.48542873
1366068363000,-123.38174604,44.4851108
1366068366000,-123.38179848,44.48482234
1366068371000,-123.38186574,44.48451146
1366068375000,-123.38189214,44.48421064
1366068377000,-123.38188059,44.48393254
1366068379000,-123.38190531,44.48365592
1366068381000,-123.38188653,44.48337571
1366068383000,-123.38187748,44.4830756
1366068385000,-123.38187203,44.48277833
1366068387000,-123.38186665,44.48249643
1366068389000,-123.38184614,44.48219587
1366068392000,-123.3818615,44.48182025
1366068395000,-123.38182644,44.48145469
1366068398000,-123.38179821,44.48113415
1366068401000,-123.3818075,44.48081927
1366068405000,-123.38181516,44.48046998
1366068411000,-123.38182969,44.48018133
1366068417000,-123.38142443,44.48010872
1366068421000,-123.38095613,44.48013091
1366068428000,-123.38050773,44.4800933
1366068432000,-123.3801133,44.47991334
1366068435000,-123.37989449,44.47966455
1366068438000,-123.37964877,44.47934839
1366068441000,-123.37947065,44.4790258
1366068444000,-123.37929382,44.47871623
1366068447000,-123.37915566,44.47841566
1366068450000,-123.37904746,44.47807761
1366068453000,-123.37893591,44.47775348
1366068456000,-123.37881261,44.47742721
1366068459000,-123.37867368,44.47710493
1366068462000,-123.37853705,44.47679302
1366068465000,-123.37838013,44.47649308
1366068468000,-123.3781639,44.47621945
1366068471000,-123.37777489,44.47614938
1366068474000,-123.3772856,44.47615972
1366068477000,-123.37683285,44.47616998
1366068480000,-123.37645129,44.47609842
1366068484000,-123.37629116,44.47577513
1366068487000,-123.37627985,44.47542872
1366068490000,-123.37628547,44.47504225
1366068493000,-123.37627767,44.47464541
1366068495000,-123.37627707,44.47436978
1366068497000,-123.37626492,44.47408973
1366068499000,-123.37626376,44.47381736
1366068502000,-123.37624983,44.47342884
1366068505000,-123.37623088,44.47308066
1366068508000,-123.37620905,44.47278668
1366068516000,-123.37587018,44.47261112
1366068519000,-123.37535419,44.47261523
1366068521000,-123.37493552,44.47260515
1366068523000,-123.37448743,44.47259839
1366068525000,-123.37402546,44.47259374
1366068527000,-123.37355861,44.47259492
1366068529000,-123.37307001,44.47259421
1366068531000,-123.37259824,44.47259307
1366068533000,-123.37211538,44.47259249
1366068535000,-123.37162831,44.47258302
1366068537000,-123.37113823,44.47258712
1366068539000,-123.37064037,44.47258386
1366068541000,-123.3701334,44.47258829
1366068543000,-123.36962867,44.47259171
1366068544000,-123.36937022,44.47258995
1366068545000,-123.36912378,44.47259053
1366068546000,-123.36887163,44.47258985
1366068547000,-123.36863324,44.4725898
1366068548000,-123.36838715,44.47258922
1366068549000,-123.36814924,44.47259149
1366068550000,-123.36789711,44.47259082
1366068551000,-123.36766112,44.47258752
1366068552000,-123.36741742,44.47258489
1366068553000,-123.36717832,44.47258291
1366068554000,-123.36694024,44.47258034
1366068555000,-123.36670569,44.47258004
1366068556000,-123.36646746,44.47258135
1366068557000,-123.36623482,44.47258804
1366068558000,-123.36598461,44.47258309
1366068559000,-123.36574579,44.47257845
1366068560000,-123.3655338,44.47257824
1366068561000,-123.36533217,44.47257509
1366068563000,-123.36510568,44.47257815
1366068566000,-123.36489326,44.47257721
1366068568000,-123.36466218,44.47257339
1366068570000,-123.36436736,44.47257262
1366068571000,-123.36421666,44.47257419
1366068573000,-123.36390575,44.47257971
1366068574000,-123.36376444,44.47257772
1366068577000,-123.36345424,44.47257271
1366068578000,-123.3633442,44.4725741
1366068581000,-123.36294631,44.47258196
1366068585000,-123.36249621,44.47256424
1366068607000,-123.36290343,44.47254914
1366068610000,-123.36340386,44.47256104
1366068613000,-123.36390461,44.47256896
1366068616000,-123.36438534,44.47257368
1366068619000,-123.36483176,44.47258048
1366068623000,-123.36528989,44.4725982
1366068628000,-123.36541877,44.4729019
1366068631000,-123.36534492,44.47324998
1366068633000,-123.36528498,44.47351778
1366068635000,-123.36523051,44.47380926
1366068637000,-123.36517388,44.47411295
1366068639000,-123.36510765,44.47441835
1366068641000,-123.36504111,44.47474828
1366068643000,-123.36498086,44.47505715
1366068645000,-123.364906,44.47537289
1366068647000,-123.36483848,44.47569095
1366068649000,-123.36477777,44.47601283
1366068651000,-123.36471569,44.47631687
1366068653000,-123.36464285,44.4766202
1366068655000,-123.36455395,44.47692703
1366068657000,-123.36444889,44.47724018
1366068659000,-123.36425392,44.47754867
1366068661000,-123.36398455,44.4778458
1366068663000,-123.3637075,44.47812319
1366068665000,-123.36344706,44.47839477
1366068667000,-123.36323979,44.47870751
1366068669000,-123.36311147,44.47908059
1366068671000,-123.36303851,44.47948787
1366068673000,-123.36300979,44.47989029
1366068675000,-123.3629961,44.48031362
1366068677000,-123.36298102,44.48070729
1366068679000,-123.36296296,44.48108138
1366068681000,-123.36293987,44.48148094
1366068683000,-123.36292523,44.48187751
1366068685000,-123.36289383,44.48226047
1366068687000,-123.36286448,44.48268227
1366068689000,-123.3628803,44.48308152
1366068691000,-123.36285904,44.48347825
1366068693000,-123.36285033,44.48388443
1366068695000,-123.36285319,44.48424317
1366068697000,-123.36282358,44.4846135
1366068699000,-123.36283064,44.48499237
1366068701000,-123.36279845,44.48538377
1366068703000,-123.36280365,44.48574292
1366068705000,-123.36279103,44.48614027
1366068707000,-123.36275882,44.48653038
1366068709000,-123.36274116,44.48691251
1366068711000,-123.36273447,44.48730966
1366068713000,-123.36271833,44.48767209
1366068715000,-123.36271052,44.48805876
1366068717000,-123.36271529,44.48844957
1366068719000,-123.36271707,44.48885722
1366068721000,-123.36271342,44.48923657
1366068723000,-123.36272713,44.48960986
1366068725000,-123.36273137,44.48998309
1366068727000,-123.36277839,44.49034337
1366068729000,-123.36282615,44.49072404
1366068731000,-123.36285145,44.49111262
1366068733000,-123.36285707,44.49149927
1366068735000,-123.36290385,44.49187654
1366068737000,-123.36292367,44.49224925
1366068739000,-123.36294821,44.49264102
1366068741000,-123.36296194,44.49301479
1366068743000,-123.36288459,44.4934073
1366068745000,-123.36273562,44.49377256
1366068747000,-123.36253489,44.49413239
1366068749000,-123.36231906,44.49448448
1366068751000,-123.36205489,44.49482926
1366068753000,-123.36179433,44.49518322
1366068755000,-123.36157846,44.49552327
1366068757000,-123.36146593,44.49585897
1366068759000,-123.36142305,44.49621261
1366068761000,-123.36141416,44.49651894
1366068763000,-123.36141521,44.49682134
1366068765000,-123.36142282,44.49714268
1366068767000,-123.36144152,44.49748082
1366068769000,-123.36142261,44.49779811
1366068771000,-123.36141675,44.49813024
1366068773000,-123.36142061,44.49844143
1366068775000,-123.36142109,44.49876812
1366068777000,-123.36142069,44.49908708
1366068779000,-123.36143407,44.49940369
1366068781000,-123.36141717,44.49971028
1366068783000,-123.36141545,44.50001698
1366068785000,-123.36140439,44.50033155
1366068787000,-123.36140674,44.50064952
1366068789000,-123.36139215,44.50097352
1366068791000,-123.36139402,44.50129888
1366068793000,-123.36137066,44.50162203
1366068795000,-123.36137386,44.50193885
1366068797000,-123.36137358,44.50226545
1366068799000,-123.36136434,44.5026049
1366068801000,-123.36136304,44.50295191
1366068803000,-123.36137093,44.50329056
1366068805000,-123.36138476,44.50362755
1366068807000,-123.36139781,44.50397618
1366068809000,-123.36139632,44.50432095
1366068811000,-123.3613971,44.50467597
1366068813000,-123.36139774,44.50502173
1366068815000,-123.36139644,44.50536213
1366068817000,-123.36138866,44.50571724
1366068819000,-123.36138144,44.50608813
1366068821000,-123.36137998,44.50644445
1366068823000,-123.36137587,44.50681541
1366068825000,-123.36138115,44.5072001
1366068827000,-123.36139523,44.50757645
1366068829000,-123.36139261,44.507952
1366068831000,-123.36141138,44.50831719
1366068833000,-123.36140426,44.50864671
1366068835000,-123.36138473,44.50897868
1366068837000,-123.36137849,44.50930426
1366068839000,-123.36134047,44.50963618
1366068841000,-123.36135915,44.50995462
1366068843000,-123.36137026,44.51029629
1366068845000,-123.3613762,44.5106353
1366068847000,-123.36131503,44.51096782
1366068849000,-123.36113466,44.51128083
1366068851000,-123.36082954,44.51158389
1366068853000,-123.36054524,44.51189159
1366068855000,-123.36025421,44.51217325
1366068857000,-123.36001114,44.51245718
1366068859000,-123.35987299,44.51279487
1366068861000,-123.35985717,44.51313432
1366068863000,-123.3602277,44.5133997
1366068865000,-123.36056287,44.51364922
1366068867000,-123.36095109,44.51388464
1366068869000,-123.36138379,44.5141023
1366068871000,-123.3618181,44.51435051
1366068873000,-123.36222187,44.51457467
1366068875000,-123.36263918,44.51481453
1366068877000,-123.36306052,44.51504774
1366068879000,-123.36346434,44.51529273
1366068881000,-123.36387324,44.5155298
1366068883000,-123.36427573,44.51576239
1366068885000,-123.36466981,44.51598443
1366068887000,-123.36507139,44.51623301
1366068889000,-123.36546163,44.5164847
1366068891000,-123.36583731,44.51672113
1366068893000,-123.36622329,44.51694135
1366068895000,-123.36655692,44.51715792
1366068897000,-123.36683566,44.51734066
1366068900000,-123.36708619,44.51771857
1366068902000,-123.36713373,44.51805205
1366068904000,-123.36715191,44.51838168
1366068906000,-123.36716909,44.51875543
1366068908000,-123.36720218,44.51908413
1366068910000,-123.36721678,44.51943734
1366068912000,-123.36725533,44.51980132
1366068914000,-123.36728599,44.52016355
1366068916000,-123.36733928,44.52051227
1366068918000,-123.36736583,44.5208765
1366068920000,-123.36740184,44.52122961
1366068922000,-123.36744832,44.52157524
1366068924000,-123.36749248,44.52191219
1366068926000,-123.36752064,44.52228549
1366068928000,-123.367545,44.52263567
1366068930000,-123.36758798,44.52299975
1366068932000,-123.36762097,44.52337038
1366068934000,-123.36765269,44.52370824
1366068936000,-123.36771761,44.52407281
1366068938000,-123.36777188,44.52443368
1366068940000,-123.36786312,44.52480202
1366068942000,-123.36795255,44.52515584
1366068944000,-123.36805044,44.52550058
1366068946000,-123.3681332,44.52585043
1366068948000,-123.36824639,44.52621328
1366068950000,-123.36836139,44.52659395
1366068952000,-123.36848099,44.52697476
1366068954000,-123.36858801,44.52734381
1366068956000,-123.36868571,44.52768466
1366068958000,-123.36876652,44.52804732
1366068960000,-123.36887051,44.52839267
1366068962000,-123.36888905,44.52872868
1366068964000,-123.36886609,44.52904234
1366068966000,-123.3687869,44.52931052
